record_date,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,AVERAGE_PRECIPITATION,AVERAGE_RAIN
2943,2018-08-17 14:00:00,Medium,34.7,35.9,92.0,LIGHT,24.0,1017.0,57.0,4.0,céu claro,0.0,
2944,2019-06-06 11:00:00,High,33.4,70.4,79.5,LIGHT,14.0,1009.0,77.0,10.0,nuvens quebradas,0.0,
2945,2018-12-06 11:00:00,High,38.7,40.1,74.6,LIGHT,15.0,1032.0,82.0,1.0,algumas nuvens,0.0,
2946,2018-12-07 16:00:00,High,38.8,76.4,79.4,LIGHT,14.0,1030.0,87.0,3.0,,0.0,
2947,2018-12-03 00:00:00,None,40.5,20.9,71.1,DARK,15.0,1024.0,87.0,7.0,tempo nublado,0.0,
2948,2019-09-16 02:00:00,None,42.3,0.6,83.4,DARK,17.0,1018.0,93.0,2.0,,0.0,
2949,2019-08-21 11:00:00,Very_High,40.6,77.4,81.6,LIGHT,24.0,1018.0,50.0,2.0,,0.0,
2950,2018-11-08 15:00:00,Medium,37.8,33.6,83.6,LIGHT,12.0,1011.0,82.0,2.0,,0.0,trovoada com chuva leve
2951,2018-08-12 12:00:00,Low,39.8,15.2,89.6,LIGHT,19.0,1018.0,83.0,4.0,nuvens dispersas,0.0,
2952,2019-08-22 20:00:00,Medium,45.4,18.4,76.8,DARK,26.0,1016.0,47.0,2.0,,0.0,
2953,2019-09-22 21:00:00,None,49.4,2.3,77.4,DARK,16.0,1019.0,93.0,2.0,céu pouco nublado,0.0,
2954,2019-06-27 01:00:00,None,45.0,2.3,65.2,DARK,16.0,1016.0,93.0,1.0,nuvens dispersas,0.0,
2955,2018-12-09 04:00:00,None,41.6,0.0,77.3,DARK,8.0,1032.0,100.0,0.0,céu claro,0.0,
2956,2019-07-23 16:00:00,High,38.4,75.5,93.4,LIGHT,22.0,1017.0,88.0,4.0,nuvens quebradas,0.0,
2957,2019-09-09 19:00:00,Low,41.2,15.8,76.2,LOW_LIGHT,17.0,1019.0,82.0,8.0,,0.0,
2958,2018-12-05 20:00:00,Medium,40.8,12.6,80.4,DARK,15.0,1028.0,77.0,2.0,nuvens quebradas,0.0,
2959,2018-09-21 05:00:00,None,44.8,0.0,90.3,DARK,16.0,1020.0,93.0,1.0,tempo nublado,0.0,
2960,2019-07-02 07:00:00,High,46.9,66.0,63.6,LIGHT,16.0,1015.0,100.0,0.0,,0.0,
2961,2019-09-17 00:00:00,None,45.3,1.7,71.3,DARK,17.0,1017.0,100.0,3.0,,0.0,
2962,2018-08-14 15:00:00,High,39.8,64.1,89.6,LIGHT,22.0,1017.0,60.0,3.0,céu claro,0.0,
2963,2019-08-15 00:00:00,None,41.8,4.2,87.7,DARK,17.0,1021.0,100.0,5.0,,0.0,
2964,2019-04-16 22:00:00,None,48.2,0.0,66.2,DARK,13.0,1010.0,76.0,1.0,céu limpo,0.0,
2965,2018-11-13 06:00:00,None,46.0,2.6,83.2,DARK,5.0,1023.0,100.0,2.0,céu claro,0.0,
2966,2019-06-28 00:00:00,None,36.6,0.0,76.6,DARK,16.0,1019.0,93.0,1.0,,0.0,
2967,2019-01-17 11:00:00,High,40.9,96.1,73.8,LIGHT,8.0,1022.0,87.0,2.0,céu claro,0.0,
2968,2019-06-26 02:00:00,None,42.9,0.0,72.0,DARK,16.0,1014.0,88.0,3.0,céu pouco nublado,0.0,
2969,2018-11-06 03:00:00,None,47.2,2.4,80.1,DARK,10.0,1011.0,93.0,2.0,algumas nuvens,0.0,
2970,2018-08-18 22:00:00,Medium,40.4,33.8,87.9,DARK,20.0,1016.0,68.0,0.0,céu claro,0.0,
2971,2019-02-15 04:00:00,Low,38.4,4.4,83.4,DARK,13.0,1022.0,54.0,4.0,céu claro,0.0,
2972,2019-02-15 09:00:00,Very_High,43.8,61.1,83.8,LIGHT,7.0,1024.0,58.0,5.0,céu claro,0.0,
2973,2019-02-27 01:00:00,Low,41.9,2.7,86.9,DARK,12.0,1024.0,76.0,1.0,céu claro,0.0,
2974,2018-07-25 11:00:00,High,39.0,63.5,89.3,LIGHT,20.0,1016.0,83.0,2.0,nuvens dispersas,0.0,
2975,2018-09-15 16:00:00,Medium,37.4,42.7,89.3,LIGHT,17.0,1018.0,93.0,3.0,,0.0,
2976,2019-01-24 18:00:00,High,40.3,42.5,71.9,DARK,14.0,1018.0,82.0,5.0,algumas nuvens,0.0,
2977,2018-11-08 00:00:00,None,40.7,3.5,81.4,DARK,9.0,1016.0,81.0,3.0,algumas nuvens,0.0,
2978,2019-04-17 04:00:00,Low,50.9,1.7,69.4,DARK,13.0,1007.0,71.0,4.0,céu limpo,0.0,
2979,2019-02-20 17:00:00,Medium,32.6,29.2,96.6,LIGHT,14.0,1022.0,62.0,3.0,céu claro,0.0,
2980,2019-06-30 05:00:00,Low,38.4,6.4,64.6,DARK,15.0,1016.0,100.0,8.0,,0.0,
2981,2019-05-12 10:00:00,Medium,36.8,16.6,84.0,LIGHT,21.0,1021.0,30.0,7.0,,0.0,
2982,2018-10-31 23:00:00,None,37.2,2.3,87.8,DARK,8.0,1011.0,100.0,1.0,,0.0,
2983,2019-09-13 09:00:00,High,38.3,126.8,81.5,LIGHT,23.0,1023.0,47.0,4.0,,0.0,
2984,2019-04-02 09:00:00,High,37.8,74.8,77.0,LIGHT,12.0,1018.0,93.0,2.0,nuvens quebradas,0.0,
2985,2019-06-28 13:00:00,Low,34.6,9.7,72.6,LIGHT,24.0,1017.0,77.0,5.0,,0.0,
2986,2018-08-23 00:00:00,None,39.6,3.2,88.3,DARK,17.0,1018.0,100.0,1.0,,0.0,
2987,2019-01-21 17:00:00,High,40.5,35.6,79.1,LIGHT,12.0,1024.0,71.0,4.0,céu claro,0.0,
2988,2018-11-04 06:00:00,None,48.2,0.0,83.4,DARK,12.0,1015.0,93.0,2.0,nuvens quebradas,0.0,
2989,2019-08-24 20:00:00,Medium,45.7,18.1,69.3,DARK,18.0,1017.0,88.0,3.0,,0.0,
2990,2019-05-13 16:00:00,High,43.0,38.0,70.9,LIGHT,29.0,1016.0,20.0,2.0,,0.0,
2991,2018-09-03 11:00:00,Low,37.7,22.1,89.4,LIGHT,20.0,1013.0,88.0,3.0,nuvens quebradas,0.0,
2992,2018-08-07 20:00:00,Low,39.7,12.6,88.7,DARK,17.0,1016.0,93.0,6.0,nuvens dispersas,0.0,
2993,2019-03-31 10:00:00,None,33.7,6.4,84.2,LIGHT,15.0,1012.0,55.0,2.0,céu limpo,0.0,
2994,2018-11-04 00:00:00,High,46.8,40.3,78.7,DARK,13.0,1019.0,93.0,0.0,nuvens quebradas,0.0,
2995,2018-12-05 13:00:00,Low,35.6,14.2,73.5,LIGHT,17.0,1026.0,67.0,3.0,céu claro,0.0,
2996,2019-08-14 16:00:00,High,41.3,164.6,85.9,LIGHT,22.0,1021.0,83.0,6.0,,0.0,
2997,2019-08-29 12:00:00,Low,40.9,17.8,88.4,LIGHT,21.0,1020.0,88.0,2.0,,0.0,
2998,2019-05-19 16:00:00,High,37.3,116.1,71.8,LIGHT,17.0,1015.0,59.0,6.0,,0.0,
2999,2019-05-23 12:00:00,Medium,34.1,25.6,79.3,LIGHT,19.0,1021.0,82.0,3.0,nuvens quebradas,0.0,
3000,2019-02-17 03:00:00,None,37.4,6.5,93.0,DARK,8.0,1021.0,81.0,1.0,céu claro,0.0,
3001,2019-04-30 05:00:00,Low,47.6,1.3,70.0,DARK,11.0,1018.0,100.0,7.0,,0.0,
3002,2018-10-17 11:00:00,Low,40.0,18.9,83.8,LIGHT,17.0,1018.0,82.0,3.0,nuvens quebradas,0.0,
3003,2018-09-16 04:00:00,None,48.4,0.0,87.4,DARK,14.0,1019.0,100.0,1.0,,0.0,
3004,2019-05-30 11:00:00,High,37.7,43.2,71.5,LIGHT,28.0,1022.0,30.0,5.0,,0.0,
3005,2019-01-17 00:00:00,None,36.3,0.6,77.8,DARK,7.0,1020.0,100.0,1.0,,0.0,
3006,2019-07-18 09:00:00,Very_High,40.8,136.9,82.1,LIGHT,17.0,1017.0,77.0,1.0,,0.0,
3007,2018-08-31 05:00:00,None,43.2,0.0,81.6,DARK,14.0,1016.0,100.0,1.0,céu claro,0.0,
3008,2018-08-21 00:00:00,None,42.4,0.0,86.6,DARK,19.0,1014.0,73.0,0.0,céu claro,0.0,
3009,2018-10-11 22:00:00,Medium,42.4,3.8,74.9,DARK,17.0,1015.0,77.0,6.0,céu claro,0.0,
3010,2019-07-14 11:00:00,Low,35.0,11.6,90.9,LIGHT,21.0,1016.0,83.0,2.0,nuvens quebradas,0.0,
3011,2019-09-14 07:00:00,None,41.0,0.0,94.0,LIGHT,20.0,1021.0,72.0,1.0,,0.0,
3012,2019-06-02 16:00:00,Medium,39.1,27.1,77.4,LIGHT,23.0,1018.0,77.0,4.0,,0.0,
3013,2019-07-12 16:00:00,High,42.8,43.1,82.5,LIGHT,26.0,1015.0,57.0,1.0,,0.0,
3014,2018-11-21 15:00:00,Medium,48.3,32.5,70.8,LIGHT,11.0,1008.0,76.0,4.0,,0.0,chuva
3015,2018-09-09 06:00:00,None,47.6,0.0,81.3,DARK,16.0,1019.0,100.0,0.0,,0.0,
3016,2019-06-12 13:00:00,Medium,38.3,14.7,69.6,LIGHT,19.0,1015.0,59.0,6.0,céu pouco nublado,0.0,
3017,2019-08-14 04:00:00,Low,44.4,11.9,86.1,DARK,13.0,1021.0,93.0,6.0,,0.0,
3018,2018-08-14 20:00:00,Low,43.8,6.7,81.5,DARK,20.0,1015.0,77.0,1.0,céu claro,0.0,
3019,2018-09-02 08:00:00,None,46.9,0.0,87.8,LIGHT,20.0,1013.0,64.0,2.0,céu claro,0.0,
3020,2018-11-13 14:00:00,Medium,43.8,16.4,74.1,LIGHT,17.0,1023.0,59.0,3.0,céu claro,0.0,
3021,2018-08-31 02:00:00,Low,44.2,3.0,90.7,DARK,15.0,1017.0,93.0,0.0,céu claro,0.0,
3022,2019-09-10 17:00:00,High,40.7,95.1,84.4,LIGHT,20.0,1021.0,63.0,6.0,,0.0,
3023,2019-07-09 13:00:00,Medium,36.1,19.2,78.2,LIGHT,25.0,1017.0,73.0,3.0,céu pouco nublado,0.0,
3024,2018-11-21 20:00:00,Low,38.5,16.1,82.3,DARK,10.0,1010.0,87.0,5.0,algumas nuvens,0.0,
3025,2019-04-19 12:00:00,High,32.1,51.1,78.8,LIGHT,17.0,1016.0,72.0,4.0,nuvens dispersas,0.0,
3026,2019-03-29 20:00:00,High,40.9,53.2,78.3,DARK,15.0,1019.0,71.0,1.0,céu limpo,0.0,
3027,2019-05-27 05:00:00,None,39.9,0.0,67.4,DARK,14.0,1017.0,93.0,3.0,,0.0,
3028,2019-01-31 09:00:00,Very_High,44.2,83.8,79.1,LIGHT,13.0,1003.0,100.0,5.0,,0.0,chuva fraca
3029,2018-09-04 18:00:00,High,40.0,48.1,87.4,LIGHT,20.0,1013.0,82.0,3.0,algumas nuvens,0.0,
3030,2018-12-12 03:00:00,None,46.6,2.4,70.1,DARK,11.0,1023.0,100.0,0.0,nuvens quebradas,0.0,
3031,2018-08-22 20:00:00,None,45.7,4.1,80.7,DARK,17.0,1017.0,100.0,2.0,,0.0,
3032,2018-10-30 14:00:00,Medium,43.8,15.9,80.4,LIGHT,12.0,1001.0,76.0,5.0,nuvens dispersas,0.0,
3033,2019-06-04 11:00:00,High,37.3,68.2,79.1,LIGHT,16.0,1014.0,77.0,4.0,céu pouco nublado,0.0,
3034,2019-02-22 10:00:00,High,37.1,62.8,92.6,LIGHT,10.0,1027.0,58.0,4.0,céu claro,0.0,
3035,2019-01-21 10:00:00,High,45.8,47.6,68.1,LIGHT,3.0,1025.0,100.0,0.0,céu claro,0.0,
3036,2019-09-27 20:00:00,Low,39.8,11.5,79.8,DARK,17.0,1021.0,100.0,3.0,nuvens dispersas,0.0,
3037,2019-02-27 11:00:00,Medium,34.0,23.3,102.9,LIGHT,15.0,1028.0,62.0,7.0,nuvens quebradas,0.0,
3038,2019-09-05 08:00:00,Very_High,45.7,81.3,77.5,LIGHT,19.0,1019.0,68.0,3.0,,0.0,
3039,2019-02-23 21:00:00,Medium,36.3,29.1,93.7,DARK,12.0,1029.0,76.0,1.0,céu claro,0.0,
3040,2018-08-17 02:00:00,None,45.7,2.0,88.3,DARK,16.0,1017.0,88.0,4.0,céu claro,0.0,
3041,2018-08-27 18:00:00,Medium,40.4,26.2,87.8,LIGHT,25.0,1010.0,57.0,4.0,algumas nuvens,0.0,
3042,2019-05-06 05:00:00,None,41.6,0.0,76.1,DARK,13.0,1018.0,82.0,3.0,nublado,0.0,
3043,2019-09-01 12:00:00,Low,39.1,14.2,96.1,LIGHT,21.0,1017.0,73.0,3.0,,0.0,
3044,2019-01-23 01:00:00,None,39.4,2.4,70.8,DARK,11.0,1019.0,93.0,5.0,,0.0,chuva moderada
3045,2019-06-28 04:00:00,None,35.6,3.4,62.8,DARK,13.0,1019.0,93.0,0.0,nuvens dispersas,0.0,
3046,2019-08-18 17:00:00,High,33.7,72.3,93.1,LIGHT,20.0,1017.0,77.0,7.0,céu pouco nublado,0.0,
3047,2019-05-07 07:00:00,Very_High,49.4,103.1,63.6,LIGHT,14.0,1016.0,93.0,5.0,nuvens quebradas,0.0,
3048,2018-11-01 15:00:00,Medium,35.2,24.9,90.5,LIGHT,15.0,1019.0,82.0,4.0,nuvens quebradas,0.0,
3049,2018-09-03 05:00:00,None,44.7,0.0,87.8,DARK,17.0,1010.0,100.0,2.0,,0.0,
3050,2019-04-14 21:00:00,None,34.0,4.9,76.7,DARK,16.0,1014.0,100.0,3.0,nuvens quebradas,0.0,
3051,2018-08-26 23:00:00,None,43.0,2.9,74.9,DARK,16.0,1014.0,93.0,3.0,céu claro,0.0,
3052,2019-04-29 22:00:00,Low,41.3,2.4,70.4,DARK,13.0,1019.0,93.0,4.0,,0.0,chuva fraca
3053,2018-09-17 08:00:00,Very_High,47.5,99.3,76.1,LIGHT,13.0,1016.0,100.0,0.0,,0.0,
3054,2018-11-16 01:00:00,None,42.0,0.0,75.0,DARK,13.0,1016.0,72.0,3.0,céu claro,0.0,
3055,2019-09-13 11:00:00,Medium,41.6,34.6,80.4,LIGHT,28.0,1023.0,39.0,4.0,,0.0,
3056,2019-05-28 03:00:00,None,40.3,4.4,67.2,DARK,13.0,1016.0,82.0,5.0,,0.0,
3057,2019-02-18 08:00:00,Very_High,47.4,73.9,77.2,LIGHT,9.0,1017.0,100.0,2.0,nuvens quebradas,0.0,
3058,2019-08-16 22:00:00,Medium,39.3,19.3,86.2,DARK,18.0,1019.0,100.0,1.0,,0.0,
3059,2018-12-10 20:00:00,Medium,38.8,21.4,79.6,DARK,12.0,1024.0,54.0,6.0,céu claro,0.0,
3060,2019-08-19 01:00:00,None,45.6,4.3,85.5,DARK,16.0,1018.0,100.0,11.0,,0.0,
3061,2019-08-17 12:00:00,Medium,36.8,41.5,88.5,LIGHT,24.0,1017.0,78.0,2.0,céu pouco nublado,0.0,
3062,2018-09-25 13:00:00,Medium,34.6,32.1,81.6,LIGHT,29.0,1019.0,19.0,5.0,céu claro,0.0,
3063,2018-08-12 07:00:00,None,45.3,0.0,87.0,LIGHT,15.0,1018.0,100.0,0.0,,0.0,
3064,2019-06-10 16:00:00,High,37.4,80.3,76.7,LIGHT,19.0,1020.0,67.0,7.0,,0.0,
3065,2018-11-11 18:00:00,Medium,44.9,6.3,84.0,DARK,11.0,1009.0,100.0,1.0,,0.0,chuva fraca
3066,2019-02-15 10:00:00,Medium,37.3,26.1,95.5,LIGHT,8.0,1025.0,54.0,5.0,céu claro,0.0,
3067,2019-08-23 17:00:00,Very_High,45.3,57.0,75.3,LIGHT,26.0,1017.0,83.0,4.0,,0.0,
3068,2019-05-22 10:00:00,High,34.3,105.7,78.6,LIGHT,17.0,1018.0,87.0,3.0,céu pouco nublado,0.0,
3069,2018-11-23 23:00:00,None,39.6,0.0,80.7,DARK,11.0,1015.0,87.0,5.0,nuvens dispersas,0.0,
3070,2019-05-08 10:00:00,High,36.5,136.5,80.4,LIGHT,15.0,1013.0,93.0,5.0,nuvens dispersas,0.0,
3071,2019-02-28 06:00:00,None,41.1,0.0,90.6,DARK,5.0,1031.0,100.0,1.0,algumas nuvens,0.0,
3072,2019-09-14 19:00:00,Medium,32.7,28.8,82.6,DARK,24.0,1018.0,60.0,5.0,,0.0,
3073,2019-08-15 07:00:00,None,47.0,6.1,89.0,LIGHT,17.0,1020.0,100.0,1.0,,0.0,
3074,2018-11-12 08:00:00,Very_High,44.4,67.0,84.5,LIGHT,7.0,1015.0,100.0,3.0,,0.0,
3075,2018-11-10 12:00:00,Low,40.7,16.6,80.9,LIGHT,16.0,1012.0,93.0,6.0,nuvens quebradas,0.0,
3076,2018-07-25 00:00:00,None,38.9,0.0,85.7,DARK,18.0,1016.0,93.0,0.0,nuvens quebradas,0.0,
3077,2018-12-09 20:00:00,Medium,33.9,23.2,83.1,DARK,11.0,1030.0,100.0,1.0,,0.0,
3078,2019-09-26 07:00:00,Very_High,46.9,107.1,78.0,LOW_LIGHT,11.0,1020.0,100.0,0.0,,0.0,
3079,2019-07-17 09:00:00,High,41.1,61.0,81.4,LIGHT,18.0,1015.0,100.0,10.0,,0.0,
3080,2019-08-27 15:00:00,High,40.0,58.7,84.7,LIGHT,24.0,1017.0,83.0,3.0,céu pouco nublado,0.0,
3081,2018-11-14 13:00:00,Low,40.3,14.2,86.5,LIGHT,21.0,1017.0,60.0,5.0,céu claro,0.0,
3082,2018-08-26 12:00:00,Low,40.4,10.4,83.2,LIGHT,21.0,1015.0,60.0,2.0,céu claro,0.0,
3083,2018-11-12 09:00:00,Very_High,48.4,101.5,79.2,LIGHT,8.0,1016.0,87.0,3.0,,0.0,
3084,2019-07-19 10:00:00,High,32.7,52.6,87.1,LIGHT,20.0,1015.0,100.0,7.0,,0.0,
3085,2018-09-25 01:00:00,None,40.5,0.0,88.8,DARK,16.0,1019.0,82.0,2.0,céu claro,0.0,
3086,2019-05-12 12:00:00,Low,36.9,8.4,85.5,LIGHT,26.0,1021.0,27.0,8.0,,0.0,
3087,2019-09-28 02:00:00,None,42.6,0.5,74.9,DARK,14.0,1021.0,100.0,6.0,,0.0,
3088,2019-05-16 10:00:00,Medium,33.1,43.3,77.0,LIGHT,15.0,1015.0,82.0,4.0,,0.0,aguaceiros fracos
3089,2019-02-01 23:00:00,None,47.2,0.0,81.3,DARK,9.0,1006.0,81.0,5.0,,0.0,chuva
3090,2019-09-22 04:00:00,Low,41.6,15.6,83.8,DARK,15.0,1012.0,100.0,3.0,nuvens quebradas,0.0,
3091,2019-05-17 21:00:00,Low,42.4,3.1,62.2,DARK,13.0,1017.0,76.0,4.0,céu pouco nublado,0.0,
3092,2018-10-29 16:00:00,Medium,37.9,64.0,89.3,LIGHT,13.0,1008.0,62.0,3.0,nuvens quebradas,0.0,
3093,2018-08-11 12:00:00,Low,43.8,10.0,86.3,LIGHT,22.0,1020.0,64.0,2.0,céu claro,0.0,
3094,2019-02-14 05:00:00,None,34.8,29.7,84.3,DARK,8.0,1025.0,66.0,5.0,céu claro,0.0,
3095,2019-04-14 23:00:00,Medium,47.5,4.9,64.8,DARK,15.0,1013.0,100.0,4.0,nuvens quebradas,0.0,
3096,2019-08-22 17:00:00,High,40.1,46.1,79.6,LIGHT,31.0,1016.0,45.0,4.0,,0.0,
3097,2019-06-15 10:00:00,Medium,38.3,18.3,68.3,LIGHT,16.0,1022.0,82.0,2.0,nuvens dispersas,0.0,
3098,2019-01-27 18:00:00,Medium,33.0,75.1,91.0,DARK,11.0,1024.0,76.0,6.0,nuvens dispersas,0.0,
3099,2018-11-17 21:00:00,None,35.6,4.9,89.7,DARK,16.0,1005.0,59.0,3.0,céu claro,0.0,
3100,2019-01-17 08:00:00,Very_High,49.6,61.7,73.8,LOW_LIGHT,5.0,1021.0,100.0,2.0,,0.0,
3101,2019-09-03 14:00:00,Medium,42.6,17.5,74.5,LIGHT,30.0,1019.0,32.0,4.0,,0.0,
3102,2019-08-22 06:00:00,Low,40.5,12.4,80.0,DARK,16.0,1017.0,100.0,1.0,,0.0,
3103,2018-08-05 07:00:00,None,47.5,1.6,84.9,LIGHT,21.0,1016.0,88.0,0.0,céu claro,0.0,
3104,2019-01-26 05:00:00,None,42.4,0.0,74.0,DARK,4.0,1020.0,93.0,0.0,céu claro,0.0,
3105,2019-08-08 09:00:00,High,45.6,48.9,74.1,LIGHT,20.0,1012.0,100.0,7.0,,0.0,chuva moderada
3106,2018-08-10 02:00:00,None,44.3,2.4,85.8,DARK,13.0,1022.0,87.0,2.0,céu claro,0.0,
3107,2019-05-06 07:00:00,Very_High,45.9,117.2,65.4,LIGHT,13.0,1018.0,71.0,2.0,nublado,0.0,
3108,2019-04-14 10:00:00,Low,33.8,13.9,85.0,LIGHT,16.0,1017.0,100.0,3.0,,0.0,chuva fraca
3109,2018-08-31 13:00:00,Low,37.6,11.4,91.4,LIGHT,26.0,1016.0,51.0,3.0,céu claro,0.0,
3110,2019-04-17 06:00:00,Low,36.1,4.0,64.5,LOW_LIGHT,12.0,1006.0,71.0,6.0,nuvens dispersas,0.0,
3111,2019-06-03 10:00:00,Very_High,45.2,67.5,68.0,LIGHT,19.0,1018.0,88.0,2.0,nuvens quebradas,0.0,
3112,2019-09-10 12:00:00,Medium,39.3,25.4,82.3,LIGHT,19.0,1023.0,60.0,7.0,céu pouco nublado,0.0,
3113,2019-06-24 16:00:00,High,33.5,52.5,78.3,LIGHT,20.0,1015.0,82.0,2.0,nuvens dispersas,0.0,
3114,2019-05-28 18:00:00,Very_High,43.1,63.3,70.1,LIGHT,23.0,1017.0,49.0,7.0,,0.0,
3115,2019-04-30 22:00:00,Low,36.2,7.3,73.8,DARK,14.0,1015.0,93.0,2.0,,0.0,
3116,2019-08-17 23:00:00,Low,41.7,10.8,83.1,DARK,19.0,1016.0,100.0,3.0,nuvens quebradas,0.0,
3117,2018-11-27 22:00:00,None,48.2,0.0,77.0,DARK,13.0,1022.0,71.0,4.0,nuvens quebradas,0.0,
3118,2018-09-14 02:00:00,None,44.7,3.7,85.7,DARK,16.0,1017.0,100.0,1.0,,0.0,
3119,2019-08-08 12:00:00,Medium,41.0,56.2,87.5,LIGHT,21.0,1012.0,100.0,8.0,,0.0,chuva fraca
3120,2018-11-30 10:00:00,High,39.0,45.0,82.2,LIGHT,10.0,1023.0,100.0,3.0,,0.0,
3121,2019-01-29 19:00:00,High,41.4,29.9,94.6,DARK,11.0,1018.0,71.0,5.0,nuvens dispersas,0.0,
3122,2018-11-13 01:00:00,None,44.2,2.8,77.8,DARK,6.0,1023.0,100.0,0.0,,0.0,
3123,2018-10-29 22:00:00,None,41.3,1.1,81.9,DARK,10.0,1002.0,93.0,7.0,,0.0,chuva fraca
3124,2019-08-24 21:00:00,Low,45.6,9.3,79.0,DARK,17.0,1017.0,93.0,2.0,,0.0,
3125,2018-09-27 15:00:00,High,40.0,74.7,87.4,LIGHT,26.0,1025.0,61.0,2.0,céu claro,0.0,
3126,2019-06-17 00:00:00,None,43.0,0.0,71.4,DARK,13.0,1019.0,93.0,1.0,,0.0,
3127,2019-07-22 17:00:00,Very_High,40.7,78.4,83.9,LIGHT,27.0,1016.0,78.0,2.0,,0.0,
3128,2018-07-25 08:00:00,Very_High,46.6,82.8,87.1,LIGHT,17.0,1016.0,100.0,2.0,,0.0,
3129,2018-08-18 06:00:00,None,46.8,1.5,86.2,DARK,18.0,1016.0,46.0,6.0,céu claro,0.0,
3130,2019-06-29 08:00:00,None,35.9,2.5,61.9,LIGHT,17.0,1017.0,100.0,2.0,nuvens quebradas,0.0,
3131,2018-10-16 16:00:00,Medium,37.1,30.6,89.6,LIGHT,19.0,1017.0,77.0,4.0,céu claro,0.0,
3132,2018-11-30 09:00:00,Very_High,40.4,62.0,67.0,LIGHT,9.0,1023.0,100.0,2.0,,0.0,
3133,2019-08-20 21:00:00,Medium,50.2,13.0,67.0,DARK,21.0,1017.0,72.0,2.0,,0.0,
3134,2019-07-05 20:00:00,Medium,34.2,48.9,92.7,LOW_LIGHT,21.0,1017.0,73.0,1.0,,0.0,
3135,2019-04-27 20:00:00,Medium,34.9,11.6,76.6,DARK,15.0,1025.0,87.0,6.0,céu pouco nublado,0.0,
3136,2018-08-12 04:00:00,None,44.2,0.0,82.1,DARK,16.0,1018.0,93.0,0.0,tempo nublado,0.0,
3137,2018-08-31 11:00:00,Medium,40.0,26.9,88.8,LIGHT,23.0,1017.0,48.0,2.0,céu claro,0.0,
3138,2019-08-12 19:00:00,Medium,40.6,24.7,85.7,LIGHT,20.0,1021.0,72.0,6.0,,0.0,
3139,2019-07-12 03:00:00,None,40.5,1.7,77.0,DARK,18.0,1013.0,100.0,1.0,,0.0,
3140,2019-01-18 00:00:00,None,38.0,2.5,82.6,DARK,4.0,1023.0,100.0,0.0,céu claro,0.0,
3141,2018-12-08 02:00:00,None,47.8,0.0,72.3,DARK,9.0,1031.0,100.0,0.0,,0.0,
3142,2018-08-12 08:00:00,None,42.5,5.6,82.4,LIGHT,15.0,1018.0,100.0,1.0,,0.0,
3143,2019-06-04 07:00:00,Very_High,44.0,112.9,61.7,LIGHT,16.0,1013.0,88.0,3.0,nuvens quebradas,0.0,
3144,2019-07-19 03:00:00,Medium,37.5,16.6,89.7,DARK,17.0,1015.0,100.0,2.0,,0.0,
3145,2019-05-04 05:00:00,None,41.9,0.0,73.5,DARK,12.0,1012.0,71.0,4.0,,0.0,chuva fraca
3146,2019-05-21 11:00:00,Medium,34.6,34.9,78.4,LIGHT,19.0,1016.0,68.0,3.0,,0.0,
3147,2019-04-30 19:00:00,High,34.8,37.5,86.3,LIGHT,18.0,1015.0,82.0,6.0,,0.0,
3148,2018-08-01 10:00:00,Medium,43.1,27.3,84.6,LIGHT,21.0,1016.0,73.0,2.0,céu claro,0.0,
3149,2019-09-06 04:00:00,None,49.3,4.8,77.7,DARK,18.0,1018.0,49.0,5.0,,0.0,
3150,2018-12-07 12:00:00,High,32.0,103.8,82.1,LIGHT,13.0,1031.0,93.0,3.0,tempo nublado,0.0,
3151,2018-07-27 22:00:00,Medium,40.7,18.8,88.5,DARK,17.0,1017.0,88.0,0.0,céu claro,0.0,
3152,2019-09-15 19:00:00,Low,41.2,18.7,90.1,DARK,24.0,1017.0,64.0,2.0,céu pouco nublado,0.0,
3153,2019-08-28 23:00:00,Low,40.2,6.3,72.9,DARK,17.0,1019.0,100.0,1.0,céu pouco nublado,0.0,
3154,2019-09-30 09:00:00,High,41.3,73.9,82.8,LIGHT,18.0,1018.0,88.0,1.0,,0.0,
3155,2018-10-18 18:00:00,High,37.6,58.5,89.9,DARK,19.0,1011.0,68.0,4.0,algumas nuvens,0.0,
3156,2019-06-07 19:00:00,Very_High,43.3,61.3,66.7,LIGHT,16.0,1022.0,63.0,5.0,céu pouco nublado,0.0,
3157,2019-06-15 08:00:00,Low,35.7,9.6,78.5,LIGHT,13.0,1021.0,93.0,2.0,céu pouco nublado,0.0,
3158,2019-01-19 05:00:00,None,42.1,0.0,74.9,DARK,6.0,1017.0,93.0,4.0,,0.0,chuva fraca
3159,2018-08-20 19:00:00,High,43.0,71.5,82.2,LIGHT,29.0,1014.0,37.0,2.0,céu claro,0.0,
3160,2019-01-27 17:00:00,High,34.5,110.7,80.4,LIGHT,12.0,1023.0,71.0,6.0,nuvens dispersas,0.0,
3161,2019-08-16 10:00:00,High,34.8,108.8,84.9,LIGHT,20.0,1019.0,83.0,1.0,,0.0,
